tweet,sentiment
"@lavenderlls gakuat kopi kenangan, asem lambung langsung naik",Positive
"@FOODFESS2 4/10 manisnya sama aja kaya kopi kemasan lain, dan rasanya ga se wah kopi kenangan gitu, jadi ga kenal aku pas minum ini rasa khas nya kopken",Positive
@FOODFESS2 Kopken kenangan mantan Foresthree DS es kopi susu creme  Kopsus ruang rumi 1 lagii deeh tanggung palm sugar latte point coffee,Negative
"Jd curiga keknya ada tim marketing dr kopi kenangan, kek sering bgt ada mf ttg ini kopi",Negative
tiba2 rindu kenangan di perlis menjengah kembali. lepak tgh malam repeat nasi lalap dan bergelas2 kopi o kaw2 kampung. rindu awak @idasyamila and paling rindu anak2..  https://t.co/5Os1BWX68g,Negative
@hugableguylol DIMANA nukar kopi kenangan tu,Negative
Owner kopi kenangan punya masalah apa sama kenangannya?,Negative
@tidaksemampai @gofoodindonesia Kopi kenangan 😊,Negative
@abilbilbul kopi kenangan ya?,Negative
Pengen beli kopi kenangan takut kenangannya gak ilang-ilang kaya masa lalu.,Negative
"@PeachycoGurl @FOODFESS2 Mending cobain yg di store aja, lebih worth it buat di coba. Klo yg kemasan gini rasanya b aja. Klo lu suka kopi, minum kopken btlan gini rasanya ky minum air susu di ksh gula, manis banget🥲 klo cobain yg di store, coba kopi kenangan mantan aja. Itu enak kok.",Positive
@FOODFESS2 Kopi kenangan yang enak tuh yang varian apa sih? Mau nyoba tapi ragu,Negative
kebab × kopi kenangan adalah perpaduan terbaekk,Negative
@mdstty MAY ADA APA SAMA MAS PACARKU DAN KOPI KENANGAN?,Negative
@FOODFESS2 kopi sejiwa Kenangan Janjiw,Negative
@xervioo gue bahagia bgt kopi kenangan akhirnya jadi ngerilis ini karna pas ikut risetnya udah berharap bgt ada di indomart eh akhirnyaaaa jadi😭😭,Positive
@glaccii kopi kenangan bentuk botol,Negative
Kopi kenangan sg botol enak,Positive
Kopi hujan dan kenangan,Negative
@doyifting Rep maw jajan kopi kenangan,Negative
@evetning Wah iya kopi wkwkwk gue jd keinget kopi kenangan yang botolan 😂,Positive
@dakjalreallife Kopi kenangan,Negative
gue yg habis makan janjiwtoast + kopi kenangan ngeliat ini cuma bisa tersenyum 🤩,Positive
@FOODFESS2 fore indomaret point kopi kenangan,Negative
"@KediriFess awor, mata hati, okui, wake up, kopi kenangan,etanli,kocokin",Negative
@spacesongss Kopi kenangan di simpen seminggu di mobil meledak he he he buyar di kisi2 pintu,Negative
"@FOODFESS2 kopi kenangan mayan, sbux enak tp w belom mampu sering2. paling fore yg menu barunya, ga bikin tremorrr",Positive
"1. caramel almondmilk whitemocha fore 10/10 ENAAK BGTTT KAYANYA INI DARI SURGA 2. Coffee ""KAMU"" di Hafa warehouse 9/10 aga kemanisan dikit (padahal waktu itu pesen less sugar) kalo dikurangin gulanya dikit dah perfectooo 3. tiramisu latte kopi kenangan 9/10 kaya minum kue",Negative
"@uddbond @sofar_aja @Eno_Bening @hrdbacot @ezash Contohnya yg diluar teknologi itu dibidang FnB: Kopi Kenangan, Haus, Burger Chill",Negative
"Pengen coba kopi kenangan yg botolan deh, kata ny sih enak?? Tapi gak tau soalnya aku belum cobaa",Negative
Kenapa ya Kopi Kenangan tuh ACnya perasaan dinginnya kebangetan??,Negative
"@moonareas Bengbeng, kopi kenangan.",Negative
"janji jiwa, kopi kenangan",Negative
@FOODFESS2 1. Two shot iced shaken kopi kenangan 2. Iced coffee mcd 3. Kopi susu janjiw,Negative
@FOODFESS2 jujur ya baru nemu dua sih yg enak 1. kopi susunya bluedoors (one of coffeeshop in bdg) gue lupa nama menunya apa tp unik bgt rasanya legit 2. es kopi kenangan mantan (kopken),Positive
"@FOODFESS2 Point coffee, kopi kenangan, coffee bawa",Negative
@FOODFESS2 Kopi kenangan Janji jiwa Sama yg di alfamart 🤣,Negative
"@Aldekaku7 Hi Mie Goreng, jangan sedih! Kopi Kenangan Hanya Untukmu akan selalu hadir menemani hari-hari kamu🥰",Negative
Sejauh ini yg aman dan seneng cuma kopi kenangan light caramel latte :',Negative
cara benar menikmati kopi kenangan botol varian gula aren adalah diuyup eutik - eutik.,Positive
@FOODFESS2 kopi susu-nya kopi kanan ice kopi kenangan mantan-nya kopi kenangan iced cafe dolce-nya point coffee,Negative
menu kopi kenangan yg ini enak!  https://t.co/oPS0mAcvmS,Negative
Hari ini udah ngeliat 3x orang bikin story kopi kenangan yang gula aren ituuu. Jadi penasaran hehe,Negative
"Idup napa sial amat yak. Sekedar mo jajan kopi kenangan botol di Indomaret aja, gak didukung semesta :)",Negative
@cuddlleu tim kopi kenangan,Negative
@liliawsulli Bismillah kopi kenangan,Positive
Saya suka saya suka ( ˘ ³˘)♥ @Kopikenangan_ID  https://t.co/yGjqtlsaca,Positive
@fraangipani Kopi kenangan mana kmu? Si @aemagoodboy beli kopi kenangan mulu ampir tiap hari.,Negative
@tidaksemampai @gofoodindonesia Nasi goreng bebek cabe ijo solaria Ice Americano kopi kenangan,Negative
"franchise coffe shop macam janji jiwa, kopi lain hati, dll tuh emang gada standar operasionalnya ga sih, termasuk coffe brewingnya sendiri. Sumpah, rasa janjiw di Depok, Jakarta, ama Samarinda beda2 semua.  Kopi kenangan malahan rasanya yang konsisten. Hmmm",Negative
@NyangtheCat Beliii. Beli kopi kenangan lagi promoo,Negative
"untung mv nya keluar pas istirahat, dan bisa striming di kopi kenangan. 😂😂😂  https://t.co/tjlS8XhAly",Positive
@FOODFESS2 Rasanya kayak kopi kenangan mantan ga?,Negative
Azeek ngopay #kopikenangan  https://t.co/smMnvPqQu6,Negative
@hanyadhika's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,Negative
@myassirullah kopi kenangan,Negative
Udh gabisa minum kopi kenangan 🤢🤢,Negative
@whatup2323 @brgsjks Sama anak gym. Eh anak gym americano Kopi Kenangan seh,Negative
Kopi Kenangan yang botolan enak juga yee,Positive
@gembup kopi kenangan mantan gaada obat enak bgt,Positive
kopi kopi favorit yg gak bikin deg2an tapi somehow butuh kopi karena memasuki jam rawan mengantuk: 1. fore - pandan latte 2. flash coffee - latte with almond milk  3. kopi kenangan - kopi kenangan mantan,Negative
Rewatch Emily in paris + kopi kenangan bener2 pas bngt  https://t.co/aYwSGEHtf2,Negative
"Maksud hati, sambil berangkat ke tmp rapat, mau nyari kenangan, eh beli Kopi Kenangan, dan mampir ke Bank. Apa daya, hujan bikin rencana berantakan.  Bikin tambah kesel, stl lewat dua tmp tsb, ternyata ga ujan samsek 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️",Negative
@tidaksemampai @gofoodindonesia Paling sering order Kopi kenangan sama rotinya lewat gofood 🤤🤤👍🏼,Negative
CHIGO Promo 2 RICE SET CHIGO HANYA RP 40.000 Berlaku Hanya Di Aplikasi Kopi Kenangan  https://t.co/vgk9ehS6JP,Negative
"""YA ALLAH AHAMMM NYARI AHAM DIMANA YA KA JAJAAA"" - kopi kenangan fx sudirman   https://t.co/gn53Xdc74x",Negative
CHIGO | 2 RICE SET HANYA RP 40.000✨   - Periode Promo 15-17 Februari. - Berlaku untuk menu Regular Boneless Rice Set Asian Honey Soy &amp; Mie Goreng Mantap. - Promo berlaku khusus pembelian via Aplikasi Kopi Kenangan. - Berlaku di semua outlet Chigo. - Harga sebelum pajak.  https://t.co/z2u027nUxR,Negative
"punya app kopi kenangan tu kesalahan, kesalaahaaaaan😭",Negative
@convomfs Kopi kenangan,Negative
"outlet nya gadak di sni, jadi yg indoapril juga gpp #kopikenangan  https://t.co/KubKRo45Om",Negative
Rekomendasiin minuman enak di kopi kenangan dong.. tapi selain kopi minuman nya,Positive
Kopi kenangan enak nih,Positive
"masih dalam rangka nyobain Kopi Kenangan instan. Yang ini agak kemanisan di aku, tambahin es batu baru pas. Ada hint pait tipis banget. Gula arennya kerasa &amp; kecium banget. Ga gitu suka 🙊  https://t.co/9GiwKbbLsP",Positive
Buat yg less sugar dong @Kopikenangan_ID  https://t.co/XziPsfZtb6,Negative
@Mimisantai @bujurbadak Kopi kenangan  Gaenak,Negative
@chsrist Masa ya tadi sore cuma ngopi kopi kenangan malemnya gue seger banget,Negative
kenapazi pandan latte kopi kenangan menghilang,Negative
"kopi ajah punya kenangan,  masa kita ga ada kenangan.  https://t.co/hFsrsBG0Rv",Negative
gofut in taehyung mekdi apa kopi kenangan ya?,Negative
@JAY32rD Miss u my kopikenangan,Negative
Jdi mau kopi kenangan anjwing,Negative
"@_johnnysuh Jadi kagak, ngopi di kopi kenangan?",Negative
"Bener2 ini teh susu, susu rasa2 gitu. Bukan kopi.  Tapi ya kan “Kopi Kenangan” itu merk aja.",Negative
"Komposisi Kopi Kenangan Mantancino: Susu segar 20% Kopi bubuk 1.1%  Gula, Krimer Nabati (mengandung protein susu).  Oke.",Negative
Dah lama bet gak minum kopi kenangan. Rindu salted caramel machiato huhu,Negative
@sweetestbabiess Thai tea kopi kenangan enak banget?,Positive
@fawzaladib Nasi lemak kopi o. Baru la mengimbau kenangan 🤣,Negative
pengen beli kopi kenangan😞😞,Negative
"sbux, janji jiwa, kopi kenangan, good day juga enak, white coffee juga",Negative
lucu bgt iklan kopi kenangan yg isyana sm nicsap wkwkwkw,Positive
"@indaaaz Mengingat sejuta kenangan terindah yang tak perna ku lupakan, dengan secangkir kopi hangat dan mendengarkan suara bintik bintik ujan yang turun di sore hari , dan angin menghembuskan kulit tipis di wajah.   Wkkkk",Negative
@danillajpr @machista_x @nicsap @Kopikenangan_ID @isyanasarasvati Ceritanya lg ngejar lo di bandara.,Negative
Apa yang kau teguk saat atau setelah hujan? Teh atau kopi? Aku harap bukan segelas kenyataan yang kau seduh dengan rintik kenangan,Negative
nyeduh kopi tp yg gak pake kenangan,Negative
"@machista_x @nicsap @Kopikenangan_ID @isyanasarasvati Jangan Mas , saya deg-deg",Negative
"@FOOD_FESS Ambil kopi kenangan, ntar kalo muncul nicholas saputra kabarin ya",Negative
"Yay..,Finally! Rumah Mantan #639 (Kopi Kenangan) hadir di Plaza Bunsay Balikpapan gaaiiiss! 😍🥰 Gemes gak sih kalian pengen nyobain sensasi baru nongkrong santai bareng ayank atau sodara setanah air?? Bisaaaaaa!!! 🤪😜Trus kalau males ngantri berdiri, kalian bisa drive thru!  https://t.co/ZbcGPOlaxa",Positive
@WilliamBowery5 Pasti kopi kenangan,Negative
pengen pendekin rambut lagi sependek rambutnya isyana di iklan kopi kenangan???? tapi mana boleh ke salon,Negative
mau kopi kenangan fufufufu,Negative
Pengen baso aci seblak cireng cilok cimin pentol ayam krispi es krim takoyaki kebab indomi chiki ayam geprek gacoan siomay mentai esteh taro kopi kenangan donat mendoan bakwan jagung badak bu kemi tahu mercon pandu lumpia cik tini dll,Positive
Tumben bgt minum kopi kenangan yg large belum abis dah tremor. Selebihnya dibuang👌,Negative
Bener enak ternyata cuma emang kemanisan sih. Lebi enak kalo ditambah es minumnya. @Kopikenangan_ID  https://t.co/osY9nvs8iV,Negative
"Masih bersama hujan, kopi dan kenangan 🙂",Positive
@aplusdwik Kopi Kenangan versi lebih uwu,Negative
Aku diet tapi gak bisa klo gak minum kopi kenangan,Positive
@kwinteur kopi kenangan,Negative
"Yaelah, kenapa @nicsap gak dipasangin sama @danillajpr sich di iklan TV @Kopikenangan_ID terbaru ? Khan @isyanasarasvati dah jd bini org :D",Negative
Ngidam kopi kenangan Karna udah ga inget ma mantan Ganti ke kopi gud dei friz Murah di kantong tanpa kenangan akan mantan #kopi #mantan,Positive
"Bismillah, kopi pahit bukan kopi kenangan mantan 👍🤫😉  https://t.co/QMIF7K4UeP",Negative
"Toracafe,kopi kenangan",Negative
Duo shot ice shaken kopi kenangan ini underrrated sekali…,Negative
Habis nangis kek air terjun bisa2nya nge tweet kopi kenangan 😭,Negative
"Tapi emang seenak ituu, aku kmrn first time nyobain kopi kenangan langsung suka",Negative
"hanya bisa pasrah lilahitaallah baru tidur sejam abs itu gbs tidur lg grgr kopi kenangan:), mana hari ini padet bgt kerjaaan banyak diajak zoom brg atasan sedi bgt😭",Positive
Alamat ga merem grgr kopi kenangan 🥲,Negative
"Love languange : seblak, kopi kenangan, ice americano, mcflurry oreo, mie gacoan",Negative
"jajan odeng lawson berkedok comfort food, jajan kopi kenangan berkedok kangen (emg kangen bgt si), jajan Tuku krn nga semangat kerja. dahlach aneh bgt diri gua sumpah",Negative
SETUJU sejauh ini yg enak buat ak aiciro sm bobanya kopi kenangan,Positive
@convomfs sama kopi kenangan sihh,Negative
@sbyfess tuku golda nek gak gitu kopi kenangan yang botolan,Negative
"Kopi sekarang gak cuma jual taste. Tetapi juga feel. Enak gak cukup, selanjutnya harus ada ikatan.  Terikat ama kenangan, janji atau hati?",Negative
"Kadang kenangan seperti kopi. Sempat hangatkan pagi, lalu terlupakan di siang hari. Datang lagi kala dingin malam menghampiri.  *Dhe Purwit",Negative
@Zidniryi Itu kopi kenangan kalii bukan janji jiwa 😭,Negative
Ini adalah puncak kopi kenangan 1 thn kedepan kopi kenangan benar2 jadi kenangan 👋👋👋  https://t.co/cNDfyFjXeb,Negative
"@andihiyat Kepikiran kopi kenangan aja sih,soalnya lagi panas bgt",Negative
mau kopi kenangan :(((,Negative
"Orang orang snapnya kopi kenangan alfamart, di kalimantan belom ada woi",Negative
@missufe udah makji tapi aku bm kopi kenangan 😔,Negative
"kemarin iseng tanya2 tumblr BTS di Kopi Kenangan.. ternyata harganya 700rebu kurang serebu 🥲 mahalnya, padahal ku mau 🥲",Negative
@shinningstarse Wkwk aku jaman ngampus smt awal minum kopi kenangan mantan dua cup yg large gak tidur dari malem ketemu besok malem wkwk,Negative
@stuvwxyzzzzz Plus kopi yg pahit sepahit kenangan itu,Negative
kopi kenangan,Negative
@PIRATEFESS Ini yg demen nongkrong di kopi kenangan ya,Negative
janjiw/kopi kenangan?,Negative
iklan Kopi Kenangan yang Isyana Sarasvati dan Nicholas Saputra menarik deh,Positive
apdet kopi kenangan trs diblgnya ada yg baru itutuh maksudnya gimanasiii??????,Negative
Di Tasik ada kopi kenangan ternyataaa 🥺🥺 otw beli besok!!  https://t.co/LpQ5aWnTzb,Negative
@shinningstarse Kopi kenangan laaa,Negative
@WagimanDeep212_ Lasekar nasi bungkus dengan karet 1 akan tinggal kenangan. Demo pake K-drone nyang dipasangi towa. Punk5 tinggal nyalak en mik jeger dgn irama kopi dangdut. Tidak perlu berkeringat kena fentungan nyang fenting fulus lancar.,Negative
"Ohh gasukaa kopii, padahal ada rencana mau beliin dia kopi kenangan waktu itu. Ternyata overt gue beneran, dia gasuka kopi hihi. Sweet bgt kek permen lo  https://t.co/uh4NmQngPz",Negative
"Masih kah kau menyelam dalam kesibukan? Duduklah sebentar,pesan kopi terpahit dengan kenangan termanismu niscaya kopi yang kau pesan tak akan sepahit kehilangan.",Negative
@abu_waras Kopi kenangan dapat suntikan dana sampai ratusan milyar bahkan triliun B aja. Ga perlu jadi anak presiden. Namanya start up ya biassalah.,Negative
"kopi kenangan di indomaret enak juga ternyata, tapi bikin kembung",Positive
Kopi kenangan yg botol tuh mirip2 rasa kopi Nescafe kaleng yg lowcost. Tau ga? Yang ini nih. Ga enakkkk  https://t.co/C0TqT7uWu2,Negative
"@tukangrebahan Bisa ketemu,Gara"" beli kopi kenangan hanya untukmu?🤭😂",Negative
Tetap ngopi yang aman! @Kopikenangan_ID  https://t.co/LDKDpnIQcH,Negative
"@PNS_Ababil Minum kopi tergantung status sosial:  Kemsul: starbucks, fore, %arabica Tunjel banyak sppd: janji jivva, kopi kenangan Tunjel no sppd: kopi kapal api sachet yg bonus gula",Positive
Minum kopi kenangan 2 botol langsung naik asam lambung 😭. Segabisa itu berarti gua minum kopi. Padahal asalnya mau repeat beli lagi,Negative
roti dr kopi kenangan,Negative
ngantuk belom kopi kenangan @S_FloraJKT48 #jeketiselcaday  https://t.co/kksQHE7a85,Negative
Apa coba pake mimpi Kopi Kenangan,Negative
anjrit gabisa tdr kekny grgr kopi kenangan alfamart niii,Negative
"Ih tadi rayya ke minimarket malah lupa, tadi ny kan mau beli kopi kenangan malah kebeli yg laiin",Negative
kopi kenangan di indomaret itu enak gak?,Positive
@convomf Skip dulu... ganti kulkas ke bagian kopi kenangan 👍,Negative
avocuddle kopikenangan kok mindblowing.,Negative
"@schfess kopi kenangan yang caramel latte, salted caramel macchiato👍🏻",Negative
Lowongan Kerja Kopi Kenangan Bali Februari 2022  https://t.co/w4TvxLmg6n,Positive
"Ya Allah komisi shopee affliate bulan ini 18rb 😅😅😭😭😭😭😂😂😂 bener bener udah terlalu nyaman dengan zona nyaman hayuuuuk dikencengin lagi usahanya mut, itu sekali beli kopi kenangan yg large pun nggak dapet 🤣",Positive
aku beneran kopi kenangan fans keknya,Negative
"Mantuls nih kopi kenangan, sekalian nunggu #ForecastingLoveAndWeatherEp3",Negative
Kopi Kenangan beli 2 gratis 1 harin  https://t.co/rRyUdKQZun,Positive
Ditemenin kopi kenangan mantancino yg sangat enak bgt  https://t.co/aOGiKyf78U,Positive
@enisdewisw itu kopi kenangan enak ga nis?,Positive
Bapake penasaran kopi kenangan yg botolan karna gua post. Akhirnya w beliin kan. Seneng nya Ampe segitunya daaa padahal cuma kopi Kemasan. Jd terhwaru,Negative
Kopi kenangan varian black aren yg botol ini lebih kayak kolek sih menurut gue 🙃🙃,Negative
Filosofi kopi Jogja si gilaaaa punya kenangan bgt ditambah bintang sama bulannya kalo malem cantik bgt😭👍🏻,Negative
"@zaynies @subschfess IH RUMAH TEMEN GUA ADA YG DEKET BGT SAMA UI JUGA margonda klo gasalah namanya rumahnya deket menantea, kopi kenangan, gitu2",Negative
iklan youtube terlucu masih dipegang iklan kopi kenangan 😭,Negative
"Kopi aja penuh kenangan, gimana kita yah?  https://t.co/s67ZbKK83F",Negative
Ubek ubek indo Alfa hunting kopi kenangan ga Nemu Nemu 😭,Negative
adem tp tetep pgn kopi kenangan,Negative
@kunkunisasi syaa udah nyoba kopi kenangan yang botol beluum?,Negative
@Kopikenangan_ID kalo gratis up size tuh bisa pas beli langsung di outlet ga?,Positive
"Gak cuman belanja kebutuhan, mau jajan cemilan juga bisa lebih untung kalo bayar pakai GoPay! Ada promo beli 2 gratis 1 yang bisa kamu dapetin di Kopi Kenangan terdekat.  https://t.co/hn9XSDQGUn",Positive
@sleeebeeewww Kopi kenangan mau gaaa wkwkwkw,Negative
Baru cobain kopi kenangan kemasan botol. It doesn't taste like coffee,Negative
"masih gak percaya kopi kenangan jadi unicorn pertama f&amp;b di asia tenggara kayak wow keren banget, bangga. jadi pengen cobain semua menunya",Positive
"Wee, malam itu kita beli marimas klo bkn topkopi gula aren ta seribua 1, di duai mi, skrg bisama beli kopi kenangan sama yotta large bru pake toping, tp tdk dengan malam itu kawan :(",Negative
@chamosile Kopi Kenangan si,Negative
pengen kopi kenangan hanya untukmu,Negative
"Kalau kopi kenangan bikin varian Mantanchinno, kenapa Goodday nggak bikin (plesetan) variannya Mukachino?",Negative
Knp vanilla latte kopi kenangan TERLALU PAIT😡😡😡😡,Negative
-rl rasa kopi kenangan yang enak apa yaaa? Saran dong.,Positive
Es kopi kekinian yang kopi ya Kopi Kenangan doank deh. Beda ya kalo yang di jual di coffee shop yang emang kopi menu utamanya.,Negative
@CHOISANzom kopi kenangan aja ada ga,Negative
Kopi kenangan yg ada di indomaret ternyata ttp bikin gerd gw kambuh.,Negative
Harusnya gw jadi brand ambasador kopi kenangan gak seh 🙄,Negative
@dearmeika Bisa kalo kopi kenangan kak tinggal beli lagi 🤪😂,Positive
